code,name,industry,lianban,prev_close,prev_pct,amplitude,turnover,volume_ratio,ma20,above_ma20,ma_bullish,vol_ok,is_finance,passed,total,failed
000586,汇源通信,通信设备,1,13.1,1.24,5.26,4.54,1.65,12.13,True,True,True,False,7,7,
002980,华盛昌,电网设备,1,92.77,-1.85,7.85,8.3,0.68,85.95,True,False,False,False,5,7,"价格2-50元,量比>=0.8"
002536,飞龙股份,汽车零部,1,49.3,-4.38,6.9,10.53,1.05,41.64,True,True,True,False,7,7,
301399,英特科技,通用设备,1,17.7,1.55,6.94,8.79,2.09,16.69,True,False,True,False,7,7,
600108,亚盛集团,种植业,1,3.44,2.08,5.93,7.02,0.67,3.24,True,True,False,False,6,7,量比>=0.8
600969,郴电国际,电力,2,9.5,9.95,10.65,4.43,2.72,8.57,True,True,False,False,7,7,
603137,恒尚节能,装修装饰,1,22.22,2.07,5.37,8.16,0.88,25.8,False,False,False,False,6,7,股价>MA20*0.9
300456,赛微电子,半导体,1,30.88,-0.52,3.41,2.16,0.75,31.08,False,False,False,False,6,7,量比>=0.8
603435,嘉德利,电子化学,1,48.45,-1.44,3.86,3.89,0.6,51.31,False,False,False,False,6,7,量比>=0.8
688790,昂瑞微-UW,半导体,1,95.08,-0.12,2.59,1.89,0.87,96.4,False,False,False,False,4,7,"价格2-50元,振幅>3%,换手率>2%"
301591,肯特股份,塑料,1,42.0,5.47,20.32,36.14,1.59,32.19,True,True,True,False,7,7,
600397,江钨装备,专用设备,1,17.3,-1.48,4.67,7.79,0.78,16.68,True,False,False,False,6,7,量比>=0.8
002134,天津普林,元件,1,20.57,-1.72,4.44,1.86,0.76,21.11,False,False,False,False,5,7,"换手率>2%,量比>=0.8"
002190,成飞集成,汽车零部,1,23.2,1.53,5.6,1.73,1.3,23.43,False,False,True,False,6,7,换手率>2%
605258,协和电子,元件,1,29.0,2.36,4.2,3.31,1.31,26.73,True,True,True,False,7,7,
002636,金安国纪,元件,1,63.1,-1.5,5.37,6.11,1.06,61.58,True,False,False,False,6,7,价格2-50元
688300,联瑞新材,非金属材,1,155.2,6.48,11.58,8.43,1.59,140.73,True,False,True,False,6,7,价格2-50元
000962,东方钽业,小金属,1,52.32,0.63,3.87,4.14,0.87,51.81,True,False,False,False,6,7,价格2-50元
600330,天通股份,电子化学,1,26.5,-3.32,6.53,10.56,0.91,23.54,True,True,False,False,7,7,
002515,金字火腿,食品加工,1,7.8,-6.59,7.54,8.65,0.91,7.43,True,True,False,False,6,7,涨幅-5%到10%
600641,先导基电,半导体,1,30.91,-1.75,4.83,4.44,0.65,31.03,False,False,False,False,6,7,量比>=0.8
002824,和胜股份,工业金属,1,24.25,-4.04,6.25,10.08,1.4,23.03,True,False,True,False,7,7,
601208,东材科技,塑料,1,44.64,0.77,5.46,4.32,0.74,43.36,True,False,False,False,6,7,量比>=0.8
002628,成都路桥,基础建设,1,4.8,0.0,1.67,1.38,0.67,4.87,False,False,False,False,4,7,"振幅>3%,换手率>2%,量比>=0.8"
002852,道道全,农产品加,1,8.08,0.25,3.85,3.01,0.52,7.9,True,True,True,False,6,7,量比>=0.8
000592,平潭发展,林业Ⅱ,1,6.19,0.16,4.37,4.93,0.65,6.36,False,False,False,False,6,7,量比>=0.8
601233,桐昆股份,炼化及贸,1,23.64,-0.3,7.04,1.5,0.84,23.37,True,True,True,False,6,7,换手率>2%
603093,南华期货,多元金融,1,12.29,6.41,11.0,5.71,4.53,12.01,True,False,True,False,7,7,
603319,美湖股份,汽车零部,1,26.77,2.14,4.62,3.96,0.89,25.88,True,False,True,False,7,7,
603688,石英股份,非金属材,1,46.87,0.36,4.05,1.84,0.86,47.17,False,False,False,False,6,7,换手率>2%
001309,德明利,半导体,1,390.69,-1.6,3.21,5.24,0.63,397.38,False,False,False,False,5,7,"价格2-50元,量比>=0.8"
688368,晶丰明源,半导体,1,116.9,-1.13,6.66,2.82,0.82,120.57,False,False,False,False,6,7,价格2-50元
600345,长江通信,通信设备,1,47.33,-1.4,3.92,5.32,1.27,45.91,True,True,True,False,7,7,
605288,凯迪股份,自动化设,1,57.4,2.52,4.98,1.87,1.12,59.01,False,False,False,False,5,7,"价格2-50元,换手率>2%"
002366,融发核电,其他电源,1,5.67,1.43,2.15,1.03,0.58,6.01,False,False,False,False,4,7,"振幅>3%,换手率>2%,量比>=0.8"
301630,同宇新材,电子化学,1,164.01,1.28,6.63,5.44,1.01,165.58,False,False,True,False,6,7,价格2-50元
605277,新亚电子,消费电子,1,15.17,4.55,6.2,1.84,1.59,14.98,True,False,True,False,6,7,换手率>2%
600468,百利电气,电网设备,1,5.97,1.7,3.24,1.56,1.06,6.13,False,False,False,False,6,7,换手率>2%
688185,康希诺,生物制品,1,71.35,-5.5,7.68,11.77,1.31,57.09,True,True,True,False,5,7,"涨幅-5%到10%,价格2-50元"
605169,洪通燃气,燃气Ⅱ,1,11.28,4.54,6.21,2.05,0.88,10.32,True,True,True,False,7,7,
002963,豪尔赛,装修装饰,2,20.32,10.02,10.88,7.36,2.05,17.23,True,False,True,False,6,7,涨幅-5%到10%
000536,华映科技,光学光电,1,3.26,3.16,5.38,1.66,1.34,3.25,True,False,False,False,6,7,换手率>2%
600604,市北高新,房地产开,1,4.64,-6.07,7.09,4.25,2.28,4.59,True,False,True,False,6,7,涨幅-5%到10%
601038,一拖股份,专用设备,1,13.03,0.77,3.4,0.85,0.87,13.28,False,False,False,False,6,7,换手率>2%
605162,新中港,电力,1,9.0,0.9,7.62,6.23,0.87,8.88,True,False,False,False,7,7,
603392,万泰生物,医疗器械,1,28.1,0.04,2.88,0.73,0.89,29.92,False,False,True,False,5,7,"振幅>3%,换手率>2%"
002047,宝鹰股份,装修装饰,1,3.3,2.8,5.92,3.02,0.66,3.37,False,False,False,False,6,7,量比>=0.8
000428,华天酒店,酒店餐饮,2,4.32,9.92,8.14,1.78,0.57,4.14,True,False,False,False,5,7,"换手率>2%,量比>=0.8"
600272,开开实业,医药商业,1,19.18,5.67,18.18,35.28,1.27,15.04,True,True,True,False,7,7,
603979,金诚信,工业金属,1,73.37,-1.3,3.91,1.05,0.9,75.3,False,False,True,False,5,7,"价格2-50元,换手率>2%"
000997,新 大 陆,计算机设,1,18.81,2.67,3.82,2.33,1.29,18.3,True,False,True,False,7,7,
603121,华培动力,汽车零部,1,12.57,2.7,4.58,1.02,0.96,12.11,True,False,False,False,6,7,换手率>2%
600362,江西铜业,工业金属,1,44.15,-3.92,4.74,2.61,0.99,45.35,False,False,False,False,7,7,
603200,上海洗霸,环境治理,1,38.81,-0.82,11.86,11.37,6.49,37.18,True,False,True,False,7,7,
301177,迪阿股份,饰品,1,23.94,-2.64,6.71,1.14,1.71,23.09,True,True,True,False,6,7,换手率>2%
601212,白银有色,工业金属,1,6.58,-1.79,10.15,9.3,3.41,5.57,True,True,True,False,7,7,
002094,青岛金王,家居用品,2,5.14,10.06,11.13,5.41,2.81,4.73,True,False,True,False,6,7,涨幅-5%到10%
603106,恒银科技,计算机设,1,7.45,-2.36,3.28,4.35,0.68,8.22,False,False,False,False,6,7,量比>=0.8
603083,剑桥科技,通信设备,1,173.5,-0.85,5.74,6.3,0.73,160.65,True,False,False,False,5,7,"价格2-50元,量比>=0.8"
000533,顺钠股份,电网设备,1,10.55,-0.28,2.93,4.59,0.6,11.69,False,False,False,False,5,7,"振幅>3%,量比>=0.8"
603118,共进股份,通信设备,1,16.25,1.5,6.81,12.99,0.69,15.84,True,False,False,False,6,7,量比>=0.8
001268,联合精密,家电零部,1,22.32,-0.45,11.28,14.72,4.2,19.55,True,True,True,False,7,7,
001258,立新能源,电力,1,12.29,-2.23,7.16,11.84,0.95,13.27,False,False,False,False,7,7,
603615,茶花股份,家居用品,1,16.92,3.05,4.87,1.24,0.92,16.4,True,False,False,False,6,7,换手率>2%
